lcl|179|num|243863|OTU|4,gi|302384444|ref|NC_014376.1|,93.281,253,17,0,1,253,19082,19334,4.55e-101,374
lcl|179|num|243863|OTU|4,gi|302384444|ref|NC_014376.1|,93.281,253,17,0,1,253,197176,197428,4.55e-101,374
lcl|179|num|243863|OTU|4,gi|302384444|ref|NC_014376.1|,93.281,253,17,0,1,253,398064,398316,4.55e-101,374
lcl|179|num|243863|OTU|4,gi|302384444|ref|NC_014376.1|,93.281,253,17,0,1,253,704840,705092,4.55e-101,374
lcl|179|num|243863|OTU|4,gi|302384444|ref|NC_014376.1|,93.281,253,17,0,1,253,795556,795808,4.55e-101,374
lcl|179|num|243863|OTU|4,gi|302384444|ref|NC_014376.1|,93.281,253,17,0,1,253,3682378,3682126,4.55e-101,374
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,16268,16520,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,76533,76785,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,446756,447008,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,3483245,3482993,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,3498861,3498609,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,4139181,4138929,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,4179987,4179735,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|160878162|ref|NC_010001.1|,92.490,253,19,0,1,253,4185948,4185696,9.86e-98,363
lcl|179|num|243863|OTU|4,gi|347530298|ref|NC_015977.1|,91.700,253,21,0,1,253,25983,26235,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|347530298|ref|NC_015977.1|,91.700,253,21,0,1,253,626412,626664,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|347530298|ref|NC_015977.1|,91.700,253,21,0,1,253,1035902,1036154,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|347530298|ref|NC_015977.1|,91.700,253,21,0,1,253,3096903,3096651,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|238922432|ref|NC_012781.1|,91.700,253,21,0,1,253,11431,11683,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|238922432|ref|NC_012781.1|,91.700,253,21,0,1,253,307618,307870,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|238922432|ref|NC_012781.1|,91.700,253,21,0,1,253,763522,763774,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|238922432|ref|NC_012781.1|,91.700,253,21,0,1,253,1425594,1425846,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|238922432|ref|NC_012781.1|,91.700,253,21,0,1,253,2163774,2163522,2.13e-94,351
lcl|179|num|243863|OTU|4,gi|302669123|ref|NC_014388.1|,91.339,254,20,2,1,253,64488,64740,9.93e-93,346
lcl|179|num|243863|OTU|4,gi|302669123|ref|NC_014388.1|,91.339,254,20,2,1,253,73895,74147,9.93e-93,346
lcl|179|num|243863|OTU|4,gi|302669374|ref|NC_014387.1|,91.339,254,20,2,1,253,93003,93255,9.93e-93,346
lcl|179|num|243863|OTU|4,gi|302669374|ref|NC_014387.1|,91.339,254,20,2,1,253,290744,290996,9.93e-93,346
